meanBFI_1,meanBFI_2,meanBFI_3
10.6482561260862,20.4829020010108,26.0360132028817
24.0438326972729,19.1611290853285,28.0025378243808
36.0507202985808,24.8238111498209,26.522461572293
41.2879310623522,24.1502257997041,30.4646855512659
32.0021742521423,23.4636630047063,28.9239060029517
33.3594762757543,19.1974895153246,30.5586593307445
56.7375943091961,17.8596937946339,28.9342250111185
53.8358806147643,19.668698641591,33.0463878283258
22.6656035790778,17.592097833418,28.8203116249253
31.8308991251721,19.0232661762195,27.9994243368824
21.3924281333776,18.0612517802704,31.0748303862484
30.4571065627534,18.7440375894247,31.3107599897576
49.819004151112,16.3193867855719,31.5498935267799
42.8768540767059,16.9269572444866,31.2368212114631
54.6998387266672,21.1858991129208,29.5704015099013
45.8214068482574,16.6132185995339,34.3621792154748
42.7961619830341,19.511338337193,31.9929478815127
40.1585949807345,17.8545453403032,29.0592895079768
35.8246834476977,16.4984974251929,29.1542069791378
34.3125718627109,17.0069268655565,33.8997557291653
31.9941333057273,17.4404968667484,25.6986046883917
94.3940011118399,20.0421333903773,30.338934720218
52.9236242484841,16.7590172389401,31.2777980006171
57.8967095623681,17.9446202304977,28.8072384576748
53.7194604037605,18.2687802638232,30.932555217656
37.636634003891,18.879228158692,27.9915815910071
45.7797300376982,19.4061206443855,24.8366022020933
36.4408895017672,19.0424096880077,26.8840657869454
27.1476493983146,19.1578383442552,35.5748217408724
45.8991311662491,17.3025972933067,27.1869424476954
41.0844678902124,17.2480500580311,28.9393676057927
61.303975251388,19.4814220344099,32.1736685197712
68.1002515088755,18.7698113531132,32.3219023583997
53.7151345985592,14.063672809185,26.9025718870121
47.860161420347,15.7672655483047,32.7571951931149
39.6835597751885,18.3071742043924,37.6321878546809
55.2912644821793,20.2013167084034,27.3662788288303
53.6719547728448,18.5900088012639,30.6139022712024
41.9104510038094,19.2489656623935,29.9169450080106
28.5219133428511,18.9707541873966,30.4994867676036
38.4322488758604,16.0675830554629,31.8506075480279
27.8251551878968,19.1470512172668,27.9781717141882
29.739392796929,18.4296519462306,30.6483326345272
35.6585495823774,19.218013440269,24.2462049830415
23.1167641773004,17.7100883852789,27.5202195494105
28.6138327679237,16.0772939836708,32.5139322820462
47.7637800840193,16.9913109715307,23.2698783076603
45.1288484829231,18.0367393791438,27.9495826480194
50.2385641733441,23.6643406821428,27.929834227646
74.2029164644033,18.4402829081511,27.3034328312232
46.913656247845,17.0853785537831,28.1103993602136
27.749242011935,17.6962175496147,25.9717805686975
38.4308503011587,17.6123493344175,33.4284474661323
42.6856937532048,18.8662815627688,31.9697812644604
73.04682114001,19.7427732070061,27.0188167494531
123.986548987792,19.0193054850969,33.4068170522975
106.504206023614,17.2607053459024,30.5705012656596
68.4290121230236,20.136897612244,31.2070547450886
72.591221140091,20.5655703021581,32.1218549203406
127.770654393259,17.8032480643018,35.1745519503869
92.0813939237164,20.9009740591015,29.5457375749687
55.3099685500931,18.2114520084784,31.1189146126696
41.5539358811807,17.1744193550463,26.2764143919707
42.8130700241154,17.7355461186747,26.1936608208225
38.0725273669962,18.0759080565387,31.9906491368544
55.3550596933114,21.2668686813318,35.9541858811302
40.4165455569228,17.0921856894055,29.2521270573284
24.0261323499322,17.220766643248,29.2321025463953
43.5660944451487,16.1264531121806,27.3726988897346
35.7749116204306,16.9806945886239,28.4374603008457
18.1868369209426,16.4831777464803,27.2360953366946
26.3017993893958,15.6935103552973,30.2629954648388
44.2470688792784,19.6507744015966,31.6759220843466
68.4109379064681,17.8530261704971,32.4527170191332
61.3978130833296,20.6199972072259,33.1408073205257
44.2441934311916,19.7689628284246,31.9996411661508
43.0956483558775,16.6990503425819,32.0704822988103
65.9416976234425,17.9149403260661,29.7718553172423
47.6724136044286,20.6742266090783,28.1686480489996
61.9667334281332,21.3969015475617,36.9340216325608
54.1498609360467,18.2580956771603,29.1305481202323
34.2258680717848,19.6204419683486,33.6337881550895
70.8765648719794,18.6801184481816,30.6249571869637
60.4339872380282,18.6827374180447,30.4063384882229
44.1598440702624,16.2644394999863,30.7471453848114
64.1270813455936,18.6429936620829,25.874944596519
37.0060911670099,17.3291243368925,29.0787321600606
50.0257704829326,19.5404585704961,30.9528158980971
49.0694978057995,17.9146496572355,30.4434309756167
81.6853965903039,18.9858190811966,29.6668619173129
142.227387738122,18.4878895196041,31.7361253670531
197.055863521848,18.1046902730743,31.6442133337525
249.428492289671,19.7906384078993,31.0735303015362
215.801432750954,17.0957215936235,32.4948503771432
174.540976841366,22.2980514581176,32.3506786951584
204.772772979776,18.5687388933755,38.6769340972518
175.06134398919,17.6638546588253,32.7177288762416
235.414018681687,18.8366967036106,27.9933950627201
318.553600465595,18.7582442318399,38.0904635704888
179.071726933164,19.6708970030968,30.6170276839826
289.355474978496,18.1200955949738,35.3669245163641
346.302014077067,19.527260417577,29.7208999098317
251.176154388798,18.7906341833988,31.1970486017577
121.667885612565,17.5988013219624,29.7902370194665
116.339825219425,21.4313201981712,32.8088353856934
71.5056095500002,22.4342094902029,35.1836872908112
109.878820518354,18.9132304125713,32.3748453003335
184.083049742332,22.0585294459291,31.6659987257447
105.577039396721,19.0508259524076,31.5471016704758
108.514105045031,17.5804356523387,28.2752523652335
146.510905673027,18.6035905094835,30.2474761995027
116.838715467431,18.9865246890141,31.0384392098244
122.545238365675,20.6183841053136,29.8893608784684
136.920572654965,17.1477068482975,31.6440953607724
151.796295862031,20.669793536156,31.0436509916866
155.233151720576,19.0901387681081,28.4196348242662
132.100837628123,18.1572869305555,28.9251916960458
110.233042846343,20.50417738303,35.2429123989049
140.572657637669,19.4824859865909,26.2973766027939
123.770642851306,21.1592038638969,30.088799510441
99.1717443905483,21.5438062425874,29.4148231064326
133.915364191991,17.5985254706962,28.6871499134933
120.803837403282,24.6757545536202,31.2467022440827
134.880765518018,17.7330923545294,27.8492265880657
131.097373570281,21.0303225450921,30.2177978458019
129.262771225745,18.7131088080774,28.4981627593515
74.7616968036641,18.776887553255,30.3881429991099
108.812692942654,17.7997844190162,30.4984332656639
71.4553555889901,18.8904989451595,29.3644547094689
47.5768748988378,19.4910536057634,30.0708423665275
60.3710394190903,17.5148903889325,31.1918864803842
82.5731455312507,19.4844530300878,24.1390630778176
89.6948115081273,16.8744966599122,31.4173092463425
56.9993252393385,16.2410768815295,30.306383012578
44.8128129959693,17.7974773086236,24.8828804004002
105.603351247525,18.7513412814288,27.9210129538044
202.061927025585,22.2150736457545,34.3369668406075
207.490370140521,16.0918178739674,29.0933789961243
197.58704181011,19.1190099243217,32.7639866823689
219.915313420401,21.0936786432666,32.7063757886704
483.342496842854,20.2820660089805,35.933865871089
317.025912082297,18.9738008540134,29.7532722652652
219.235427997839,19.0134341053313,32.1346390151359
164.473779496055,17.610827678514,30.839424959935
132.10803098847,19.6757859809441,25.9172909874858
110.734657849239,17.3527871689144,25.2528874758387
108.192308967546,19.3073002559716,32.9683475856885
221.24224725068,17.9766070137052,24.5201699363669
286.817449881816,18.031215378114,29.8209832407373
356.719544630486,19.770472463059,33.3002127615195
299.447734996259,15.1301472318934,27.2025512666976
208.583224610013,15.9198182342093,32.5198333835115
109.571926271109,16.7411458843577,27.7602011232912
106.54845147662,13.6817670962363,30.9059596461804
164.165220101144,19.8873901319669,32.6285150762777
213.900900547301,16.5895286904368,27.2590896214916
380.273204119019,18.4493960360415,31.3725863512899
329.540136516923,17.5877122211175,33.4054662143835
325.684048505168,18.1685599174616,28.907928858424
385.485017398731,20.6781467941794,32.4603483735053
333.074581233572,22.3306564582147,35.551557886591
256.223846722137,16.551382305342,27.077747188384
156.690163661367,19.9047374851078,28.9443669298877
123.026353497137,17.1606806342774,30.4121798280676
151.787787852512,16.5077988695538,32.5812093405767
186.309993760097,19.9255260213468,25.8027690466016
189.051024555158,18.014240340796,26.6025707775144
117.763947873523,20.4638410341236,31.9352901414837
72.2935208254448,20.5592662376352,24.8031297598105
67.3733399649908,19.219899517919,29.2837533535054
84.7642904837649,20.2058861255981,32.507147965834
70.7131593793798,17.5659291243708,34.1124385060237
60.7710874189514,20.8213760742773,36.1394898083494
62.0983525738913,20.0638581924663,31.1599773784868
39.148265056045,19.0666890846992,26.7899607347372
53.99185486633,18.9337332768847,29.3935113047906
86.828565115217,21.3610220902115,32.5240253030819
87.4247877243134,22.4474028134641,27.0633991840076
54.3673674216544,21.763031543164,31.1126839791796
54.1038697016334,20.1959636447011,34.7987147524421
71.5181903334661,18.4186311835059,35.1077198237838
36.0792790207332,19.9761812471027,30.0372685914625
24.3745421289206,22.3222028953881,30.583860120245
26.0416972483912,18.2916145588428,23.7421136015038
33.3237930711619,18.5160160828084,24.3590434476202
21.9514043829639,21.1492930767012,33.9519861905639
23.6155431028658,20.2951988222354,29.2917486604004
20.3395321066584,19.2117001571481,25.9413152401563
26.4209617216685,19.7790192943899,27.1977742104739
34.3756708997923,20.948093617427,29.8164724839666
32.2417159784658,19.7265035233175,31.0428996595742
26.6824559836541,21.7289021206793,30.1834872551525
31.656266806382,19.6184443271972,29.2691815189227
25.1218076607658,19.6038532615964,37.2865470418873
16.5912218012549,18.6865132490462,29.0804589738004
20.9659392297856,19.3054535540446,26.4252131990576
20.3935802570299,20.5840113989572,27.4598874976664
18.2676301141074,17.0178965662381,27.3224737480878
22.8977626143132,18.0326793968534,27.1396719234583
28.1060332923557,17.7244536833532,27.9701765907544
22.3597742889741,19.565254133993,23.6856517452306
16.5446830166867,22.2752246036206,24.4163118866414
15.3512901496972,20.4566036300303,29.1404682072492
20.1919963736029,18.7143158138108,27.019660541992
28.3864181346241,20.9823218741828,29.8466724425592
32.8085066081376,19.505530351707,28.1485027485307
26.5451307931798,17.7617720140974,24.646222090918
18.8898507982487,19.8729906574475,40.1224351650381
22.7981033135762,19.8901436352976,26.4808409718992
22.1354311903786,18.8654218102555,21.3368335148894
19.1782664645108,18.4246161630981,24.8945763164795
22.7142350029748,18.8619480132572,28.7180286258625
39.9445641393419,22.5959000332765,34.7869560510009
41.2634473542935,18.5967500332772,31.5455139771904
30.6336147301146,21.1646420559315,29.8446913274851
31.1519834553124,18.7789166686378,28.5058613138688
