meanBFI_1,meanBFI_2,meanBFI_3,stdBFI_1,stdBFI_2,stdBFI_3
111.780305184055,4.4102801763179,37.4031966903177,31.9401783209862,0.88080306268533,53.6088094359694
192.896993318885,4.19421240249393,24.2325784996478,35.0311899024445,1.1518602060253,28.3491328686809
161.636145336328,4.27142345598315,33.826940793043,34.2918366069951,1.09935330487581,48.3540610172404
168.089283531796,4.12928001087382,32.8158864887331,48.8589995371063,0.841910280185329,45.9491454068074
151.956887221677,4.59268653347414,30.9770460390965,32.2832306783281,1.24357752931113,38.8978169442943
172.332549729824,3.63959350639438,30.3236209193711,33.6246463397082,0.764210806270946,38.2272596384647
161.729042783022,4.12673737475695,28.4957320474828,34.4500322609618,0.957564196609552,31.7012859650293
145.797033500234,4.52045848371843,33.0904048896879,39.3517949788115,0.857707136058183,44.3624212896526
107.671736917314,4.36605148109428,30.4864404173087,27.6439771928196,1.26897908020487,45.3711440872914
120.133513690485,4.48870669184284,29.8724968561614,46.0603369360415,1.09877249015177,37.203180192997
104.929837207956,4.8572570447212,26.2040113887165,20.9631951734969,0.872903545995813,30.8476453247964
97.084772916149,5.17669200381054,26.6674408507075,29.6150999279066,1.14619971274126,25.4071025005795
104.015517470694,4.08736444051808,24.8812550906211,24.7594296182767,1.26999662454412,27.5524406774108
99.200675965413,4.21387629759069,26.8160313001221,30.6907863650212,0.965855835819735,32.169220205141
80.0884659198187,4.09068521062122,27.3600157101133,30.2896869764639,1.18544058582248,29.5448812613823
94.6180299135485,3.74986393825166,28.8242924677339,25.0191071612022,0.797295014961839,39.9181845584382
116.667518255351,3.95301307365518,28.8117796050135,32.5078848592087,0.667477625119691,34.139882723962
142.69555904483,5.36745113016909,21.7656803297232,29.9285003163172,2.01065953902995,17.779210384903
153.049865856411,3.94423753815821,25.6680333798224,42.4790185370978,0.775012648451389,25.3912300211984
118.581293474542,4.97103197709249,30.2584936468501,52.9952029418109,1.4559076199685,44.0707451745827
108.8375243476,4.45882413559926,20.4486703794,27.125363132042,0.781734479022686,15.8934809284011
77.3730252245065,4.76898115438888,22.7428437353952,17.1945666759145,1.06932167464051,22.2356593713334
88.554579081785,4.80278846907148,23.5246580238607,20.1816771256987,1.68815356755616,24.6000413090752
88.774530534755,4.87158668763133,23.2577270285944,18.8008272114556,1.61569737956155,21.8701809817503
114.682562537636,4.37398732529011,27.8521979627936,45.5633558296397,0.634021541219056,33.0369196192748
108.763508778389,4.08309485192098,27.7399633053844,31.4638819416026,0.888780103330119,33.2454015186027
104.975866664711,4.54096466255237,25.8703181261353,34.7142966326018,1.09284039091742,31.0048539893257
108.499965455544,4.41960212981184,31.8176573219375,34.1345337909508,0.591810650401128,42.002700561697
100.68819584065,4.50560496711364,26.500038393014,21.4853433358934,0.903161803875797,33.9152878657106
82.5432198730711,4.17012151001035,23.8201828963597,19.4971614410745,1.01399028820479,27.4034455065604
