meanBFI_1,meanBFI_2,meanBFI_3
199.09280103666,14.5541633560278,22.5241287002915
20.6110215845059,15.698291751207,21.6920314222822
18.5704898599569,14.6351673941457,21.7947999759926
16.4952702459071,15.5942234194475,23.8991209222834
19.6146779308133,14.9267205454251,25.4014727921126
18.6834135822055,13.9797131885686,18.2857321659982
16.7927669829548,15.1494489246755,22.5463687270515
14.8995941288312,16.1268672783519,23.819211168282
16.6434930831503,14.5812846071707,20.5012403756438
18.1807989634023,15.6102952470053,19.3568366038258
13.2195897565358,14.0940579691084,22.8545319669843
14.4349359481409,14.6569195227976,20.4487625755959
16.5375048309227,14.8853398398928,25.8113884276209
13.1780524045502,13.1524406472676,23.3800869988355
18.5847281155547,12.1722206807733,23.1518752030569
15.762010256554,14.9087397664658,22.5156074941355
17.1226121731273,14.6926684049941,19.3178082195063
16.2345662318826,14.0265540474751,23.4637585990903
17.4018538561789,15.3189189643873,26.0901071689037
16.4912447302595,15.4966082919658,27.1162416435825
17.3471268771058,15.9947584606544,26.0411631402572
15.3912292695316,13.6483125304815,26.4691698506946
16.4096838885582,16.0576286456665,22.34865254104
16.75575653181,15.9902532271766,21.8625483112789
12.9908862782552,14.6721421235614,28.8241615964429
12.2496603702396,15.1738733031912,24.1701812521278
16.3316584347526,13.3600872657974,20.7222835566224
15.3470705031488,14.9893866408543,24.7479650763399
15.4005839838389,16.8460717679402,25.0724345071114
15.6700226311011,13.7115315705277,27.0440777174591
40.133845280987,15.0277092553751,30.3543077132588
66.3717625015662,16.4541398279941,29.8679758093118
65.4872585857234,15.0212341602074,27.0383007781254
67.1204096339127,14.9439372863756,27.3808101902222
51.105536451974,14.6543509284049,23.5963801735912
31.1075225506483,14.55686028473,25.1379674732346
31.4381865596603,15.8138258926256,24.9792483852886
22.1886761296851,14.5170965741189,27.8411006568389
19.9322174144863,14.5102224632242,20.2442706448264
21.9532434315262,14.6051843779,25.2309649142024
21.600635704055,13.851538583884,31.8921627065951
23.5647279262837,15.6716991864599,25.9017229891827
25.7834944714103,14.3406766116743,26.8257699019478
29.0509072772655,13.9446985274479,28.0140478293636
22.7999551483033,14.7515602216389,22.7158649050067
20.7055945659839,16.0528112310962,23.2439978401143
19.6636724161869,14.8797178134341,26.2139333644893
21.635215070042,15.2235196154707,25.6446180336129
21.7573511076478,14.9312352123277,24.0270992478778
18.9144832339613,16.6231371896478,20.8633035627794
15.3158083704726,13.3397399245109,27.6761201656142
16.5039588565171,14.948138819254,22.9473152673531
19.6596689591271,12.3772031459104,21.2475186391022
17.383204260611,14.422415702774,22.2982041203774
13.7124127767709,15.3306094023458,17.8308169307067
15.2982315366207,14.6333126906417,27.5017830382697
12.2527107664258,13.5655440883932,21.7015215820019
15.6954137522171,14.4365853140534,19.1724848808938
16.4403963606007,14.1760493562709,28.460756282621
17.2166665311059,13.5134078401705,26.8202197588574
14.8781467971419,14.9756736798606,35.3032050820046
13.409627388663,14.4750607390503,20.8607833660573
11.1971100864322,13.326608667868,27.8222918841025
15.5933479477163,16.0940523963021,24.7416360571833
11.1378176270696,15.0281523116633,21.9024346472924
9.58522686333744,15.217882068732,25.8683459336033
9.33616470087542,14.9508183651249,23.4672719555484
10.589093964194,13.1016521111882,20.108689993955
9.27853310303593,14.3892857159588,22.8403396030237
9.8554973618709,14.8208151038748,27.3552354318842
11.5718983309433,14.1426250109911,21.0811139062253
11.5340156002288,14.0249166998587,25.8639666678324
10.5182923090548,13.7071270501928,21.8947726942458
12.1847194242913,16.5725298329573,26.9467091027862
9.28411990433212,14.9165783429513,23.1695005473657
11.2201462482677,11.7843624750883,28.9512485538218
11.785495935895,15.8899310634293,22.8468262569729
10.6342675960517,14.394110438062,22.7786157734105
13.3934132215761,16.5530017452819,22.7072490653388
10.2486077955232,17.7385506401101,22.317380376251
10.9561628204223,16.4294885634717,24.167297547657
10.6692603041174,14.5917942889614,18.5415463535177
10.4600560458505,14.6650579140048,23.8430601784102
10.5238259529718,12.8242638663512,22.286989761731
9.80061079198789,16.2036644523399,22.0544330245501
8.42403392334065,14.9699001111541,19.7417317421371
9.85000527913674,13.2531651625547,21.6744052853126
9.64452365862513,14.3106535447721,19.0102183987851
10.7484983220042,14.3342426134183,17.5389222358737
8.68406990845117,14.7182736105128,24.8129047997668
20.1625674540664,16.1432177022389,25.8138639073866
33.8685017950795,15.6437160832783,28.3986139124578
47.2076468189702,13.3797922977519,30.4509341567077
44.2247750903078,14.8109924292979,29.9644883844919
39.3025044905165,13.0960708037447,32.644764371744
28.0585960438034,13.0588803141166,29.7633341114612
18.6360360199058,15.8454467226508,32.045201765038
17.9658257990717,14.3177809176646,22.8225731160909
16.2624300291475,16.9468881849671,27.009812315414
15.8786371167496,15.2416133042442,23.4993454723084
10.5817178647811,16.1823388673446,32.0314792337859
15.5843079052074,14.5254820862102,25.7226733860775
19.1119695882093,17.3468454406161,25.278751004141
13.446765910248,12.8578025006439,22.4175372181608
15.6542631731297,12.5020763567229,24.0547783825133
15.4695828903018,14.2345082774827,27.0963903824905
