meanBFI,stdBFI
358.870330344615,121.296538733673
82.510223226494,6.54445512133303
121.288380479061,21.8340162181629
88.2170092436778,20.2706499171355
55.0296044126644,7.59200080821155
111.072260631861,31.7808369692502
58.062927838385,9.65478182480558
29.4782732094051,6.52832545292707
41.8499271603955,6.42085177976758
48.8810290187796,7.2043600141072
59.5694995172125,22.5086215701182
84.0048741222792,18.8777639587278
86.8916140999398,32.9683210432729
74.8894001102904,18.5919996311126
67.9089231742519,15.7898036045993
65.1337983905646,9.50766299116549
63.1024332036206,25.254172596736
61.4920669410392,13.8783140345884
79.1772553419781,20.1649229101363
123.665749260396,29.637611221516
148.042789494806,20.21940589902
147.118437894145,41.9402024079874
66.4941646010119,17.5476446004455
68.5160834509995,14.1175449001632
153.024340033933,29.4530932453937
178.883560384658,50.6031359009998
87.3351510740396,21.7011656694546
74.722823539315,17.7832343541921
105.314981553091,13.916204944274
182.58401813412,35.1238581983807
177.234336635694,40.7306804212952
126.933326045739,29.6217976608962
163.549508344492,30.2012085096231
166.960655764317,41.2243338645683
139.819972601452,24.7347733645579
139.283502739564,25.2375909073733
88.8085621545676,17.8960586148309
124.383930886313,32.6918096774457
97.4386389297013,21.5896552429585
106.904783194485,20.5956103206684
109.469711590869,18.0802309468317
112.279544892734,38.5147597966492
52.4872198469204,9.5349171344165
146.279664616656,24.0428802268968
164.298455851564,33.4225005673317
96.5181156531969,26.1196982978126
87.5348073736689,22.7572633328235
137.923667254017,34.8269452950646
114.056882408843,22.0720987128984
67.5954441398338,10.8083367220828
69.4745205915722,11.6450086890277
57.7649423588348,16.1408165636004
96.9167531158304,27.2560664561551
33.3972732516024,7.12044253175649
81.3767193395859,16.1606452449036
77.845848818373,14.3646269199526
130.767438306233,20.3706882536988
89.1803722274707,23.7322151505456
59.8539405220748,10.7768849442511
48.3199890036815,9.51065210404372
62.7245995522456,16.4913663519277
108.891620791823,16.4490388789374
101.526220082517,13.8657661229737
48.2496907149111,9.78464035578064
61.4537482523921,14.1464201073505
84.1184419506019,18.3944623472631
106.708137710065,17.9324816333633
118.656704763503,22.4845420718292
77.301985207159,23.2929539819168
37.5596270606176,13.0662150874418
86.9679753791469,14.8042755526872
164.154703506268,39.9760674442855
188.492719138523,51.0747408606254
119.778126232306,32.6369016142115
87.6005848495805,13.7760591501798
104.497666760677,23.1277871370197
127.773995593766,16.252322145242
100.983847050803,19.5729071517284
160.950653492514,37.544905232186
191.755786868119,59.2708028860591
177.005402211052,24.6000790044899
146.332607842419,25.167627839419
107.240829630366,33.028223586487
156.02862595852,30.7432433682167
69.4210043356569,20.3754568444625
93.7262674079062,26.8001895167087
220.517337678136,40.1427631510034
170.144260761531,41.7829392130749
