meanBFI,stdBFI
383.0609634578,175.152183046689
274.241861475601,91.7080265447039
233.096438058639,75.8179726830161
273.604340688015,69.2020755945983
237.511164244604,84.9415704932239
274.225116395783,79.7889464286013
215.911735111206,76.6600526117894
248.532499403923,92.1311524532534
279.428215367605,98.3527433117155
246.879840245069,41.7133617145558
264.918459551548,72.7162684668598
301.931903937799,130.223532142288
282.162692631588,77.1578878194946
322.762242006047,132.237786120908
245.710494682439,91.2045366939078
300.318289999716,124.686728001906
277.608161563116,99.6693584458268
358.39832332211,113.936425331838
293.682954318722,140.352133989082
309.260824121838,126.874446261307
346.752040050356,114.643584150469
244.547097262155,57.0457550528097
324.395932019568,160.748807358403
288.489500011245,113.165536113246
306.911589395925,108.323831705068
229.35690989239,73.8092046351663
198.653561054008,66.0020065458529
202.11280433077,71.5530822970229
247.761174432131,90.396159105164
283.303020044328,96.3710308424917
282.628535335635,116.349446463029
238.810487740444,82.4728464988768
261.428446897622,89.0804615559855
212.594332008591,76.7120988715624
259.919103712756,89.6776451566395
264.42964645926,113.264233981552
283.528154961246,80.3879097703902
223.231160653864,56.5640260127266
263.812946927486,90.2228833778797
197.472959085254,46.2672126657584
242.225532590674,62.5661656594299
226.609074372169,70.3707908137793
234.926780171966,75.3452203859537
222.038265026295,74.6876956415804
215.342012816177,57.4144947986409
204.65598023025,67.0586711588135
318.647883869862,120.556653007608
205.249211847098,76.6176119628843
231.486852987883,68.6021119127501
272.354147852108,71.175371097514
213.714354686764,53.214955919356
251.900242102301,78.1010002283746
227.998657681907,69.0880907741192
198.475115418737,75.5375386530168
223.899313116874,73.8810120547715
205.610332254884,62.9103862595765
234.176607948811,69.730224918348
216.779608722446,65.8032196350913
208.433585584364,64.2411428314795
227.266194340548,74.2077591937393
236.79526190359,87.3315099138743
172.068670886316,55.4550554283167
209.972977748309,62.5045295303415
232.33868721344,73.9454318486315
256.789039239644,64.6700119308167
273.772699245828,73.3373505063648
273.030181747526,64.8725074759597
343.960717867178,119.097371200012
302.721035503848,88.3658871068948
309.030508889761,112.899708945891
315.972300788769,113.429296889739
297.006733085741,115.858319400709
248.107511310156,91.3168288491149
296.601807156663,80.604263059963
315.985567163377,122.580508620629
262.458392072207,105.950584604942
255.989390503835,91.5142267829032
294.342337032854,105.589058282766
297.418865038767,128.824788712243
333.792126138611,106.674346025014
