meanBFI_1,meanBFI_2,stdBFI_1,stdBFI_2
195.433530704628,84.4664316498376,43.9238132208925,62.2178023114392
198.994385809734,82.3870790097759,43.0636871755056,72.181918884888
205.888453606124,95.5232208807499,39.1113026645187,74.4925872588011
197.286595428538,86.791917376051,37.0013604111516,58.5998511711639
185.709105123744,81.5272374518097,34.7386962023151,73.5930621802024
198.851859655832,82.1090014135355,62.2754641464688,59.5299402800245
198.596840864869,84.7519259368099,58.3271707425662,69.5411995552156
186.043691671753,77.3788689770138,41.6792509130065,60.4796953911048
214.398368641383,78.3982645160065,70.585894608415,49.2272257089349
192.56417233129,71.4483303650024,42.6745005131513,51.2432531728219
192.993416455778,76.4487657994667,39.110005462251,54.091365054284
201.318642218193,76.9206365183052,44.5662260530823,53.9513698871438
164.940346717094,82.8714303622038,19.311040899964,58.3790575840514
161.874071077797,73.6352081307452,29.5528182839062,50.7056976805957
187.261095182298,95.5749482666276,45.871448692431,106.757495062123
188.291281190558,76.6891398047541,55.3084571062974,51.2441813301174
177.018199262152,73.6839586276835,27.5206053260875,48.9926598197368
190.497876487809,75.7604415742598,82.0004825744346,54.3058766550197
189.757696359537,76.2985242031841,30.0156376839004,49.8010149427539
173.983130849107,88.3663082680566,34.4024263646944,68.8959202825625
186.812665141154,75.2248252660926,26.9275001640886,58.2917062378791
196.732508080178,80.0927938795695,37.3039700520447,72.0390546165295
162.455156602531,76.0808619151092,36.5087369737723,52.2081673990442
161.745006940386,75.0072718580511,25.1703988304398,55.501070678617
188.790907579581,86.2451251390971,36.0737485207255,70.4048826661634
232.012802066914,83.5543637794546,51.6371765639903,58.1430454745101
208.525909378588,92.2701696592594,36.7244122676478,78.3932999355482
231.00520564209,85.3328007975767,54.7762747381881,59.854867396884
221.214484941536,83.1758114217576,52.2506119846383,58.6454285537424
222.137472660483,99.068921305721,42.3427889443102,78.5885097408049
185.1362977127,97.5456035772597,36.5176195678529,96.781329167325
200.094134215705,92.3779102948496,45.495855532035,72.3604190016964
172.790348524541,78.3029077402811,24.8688501780193,61.9719623563606
182.751991605257,81.6764523298797,31.4350088238171,53.0020975819223
209.774810657748,92.1563837422832,61.4025059959171,78.1266275400915
194.830138819255,81.5393803881341,44.0262028930907,72.685708065652
175.867874320038,100.450524141961,49.3420289805795,83.7628263154275
204.513268180061,77.4412834627124,62.8857963079529,63.5707881378397
168.948537612898,74.1113844784322,44.6138065304023,47.7053493087802
209.286106123505,86.5945980365781,44.5005689298916,81.0167292038893
203.947507697243,99.8268732339737,61.5216926874307,96.0336488055356
172.057097073664,74.3776538983552,25.61802169853,50.9731903740082
189.427379033683,79.0791023713752,28.5807487059985,53.1819028219853
200.728083293448,85.8584034475699,42.745916074969,70.8685893028805
168.191828103499,76.7089109431712,21.2850954870032,48.120358842048
199.641431265377,81.5525457934627,63.1574341432515,71.9406018072758
192.519262105071,88.8960157110476,46.0330780497055,79.9232215737355
213.087199371588,83.7128407349808,42.1742067086186,68.5547172876593
172.814356902552,76.2162506342018,21.9403269580016,59.7988128937563
165.159256798928,87.1430235466763,26.3466045495592,68.9789639476215
169.903337585033,67.848246412832,27.6780643931872,37.8990291164343
157.164917444797,65.6934809916893,31.6836251273282,45.3884707035102
170.490334905376,86.3424207363316,39.2551558486377,60.0869701769723
174.221345535001,67.9100559205398,33.0893820180428,48.6563527210403
169.364794135401,62.7904020883137,35.727300453898,34.8796600065163
192.419502891623,79.2844585497618,34.1054707817756,54.7741629157352
172.807995925206,74.1096250381682,27.019345999897,47.8891563231862
167.860630967533,80.5232469750852,28.6753872139258,61.9536399255537
179.24519667497,79.5800207536061,46.1634081929164,58.7419583593373
182.583153046817,74.4930566512337,42.6525235781912,52.8073231845388
170.926284271113,64.4980136752425,24.8649299905677,40.3678550507133
188.344847503127,78.5818669005357,38.1750916731769,49.6065228381464
185.577314083226,68.2427090270603,49.882605633256,43.2714087748585
217.706848592471,92.1109245393585,35.7056799183287,81.8641521650624
203.759965665191,88.0223822715273,33.7448468902241,66.3229254381582
243.757154210505,78.5549822359229,42.8231703930113,62.4002038220922
189.067580599768,77.6979021131922,41.7161559157079,56.0768335187756
186.20889756337,71.7443844691935,30.1179105266686,44.30859512554
212.259186407765,85.4014903481163,53.1916870647924,65.8270256703203
182.061463008113,89.3809074113013,35.8122837553186,68.5793632463717
171.309087986999,74.1974072385516,30.4613135137013,58.8494325920845
177.575894284342,81.9434759649241,27.8950939392573,61.051509711092
188.594437173043,86.9184827310477,42.0137524966497,65.4813327471691
193.406733075416,70.1141118169972,40.0355192575276,47.8370746520968
192.51808913234,70.6032312404924,50.6959234900946,44.6368281214682
176.819036970042,92.0152968870975,19.4290746022256,61.4259218741156
190.073460371889,69.8923321900244,43.0281337387634,49.7600787487596
199.941787203113,77.377269036842,81.8620614188817,56.416240552841
184.391777558726,74.2782885681222,40.4795368348185,51.2939348770766
202.743982203594,78.441938788833,64.9411218114688,58.6466537378854
202.023347681628,76.4795044209241,48.8662513355379,49.8867481846279
178.83356923878,74.5394299584122,26.8093765149479,59.6290928851197
193.460087650278,74.0041547320267,47.6822071349378,43.6963765961584
155.736841887003,83.6261007251616,30.264790492255,72.096560064773
184.500184557623,86.3389540102231,48.1654916808762,63.8646256233597
198.818798989488,76.7726448572904,32.561115198906,52.498668543964
161.196266412582,73.1963349912259,23.5300415664326,45.4789703137583
162.90749459134,79.9421644239696,41.596353408304,56.1208793912
172.159192931851,72.296160129009,41.1407255235181,52.2972926066982
154.92661872825,80.1389252417333,33.0169756370344,62.7082422192442
159.977258899078,73.1177267631561,26.616748688234,60.9175994031532
179.268249994968,64.7920262356236,52.338885360882,38.0538934579009
182.877534891372,73.876251350679,43.1274915372128,54.38641700952
175.101512368667,93.7922864707573,51.7092305129007,89.0758477578835
169.557214812843,80.7604630026286,27.0452292302576,58.9132690746281
177.967417119763,65.6410685375118,36.9012160584145,52.3960687298363
158.069218687507,73.7878003697239,22.1528667845898,58.0284685547329
168.479771095227,76.7072872424989,45.143828877294,54.2126684861952
175.211655039369,77.8328295349085,55.9335865001179,54.4859756783351
181.155210007892,75.1857376353303,28.3488179894255,54.4662814201545
211.944209920615,90.2263198444071,46.3598065046373,70.5314640357218
211.693131901302,84.9049886039048,63.6188546910452,66.7280712669838
213.384099911101,83.4539097421495,52.0573048408552,71.0495881250034
226.891550606962,97.1889144602048,28.3205530723609,80.268505509681
242.690513267578,102.449940086202,61.4521596539167,82.9251478453749
233.530299025417,75.533897874958,53.3260044685621,48.2732468478743
192.736008974277,80.5607371490215,39.7030020867248,59.2718302634933
220.076236309907,95.7301401490944,48.4839052323354,84.7148797911764
181.826933229608,77.3977801994862,20.2430377761456,59.1077138465127
199.307859232866,86.0745184372417,41.3044122465707,79.0200508412392
174.974901068544,91.114778256608,40.2443285926087,63.5693143682309
171.196436903581,92.2010362218035,45.721719394035,68.7936743194166
195.506705695246,80.2513204226599,50.4490825534542,58.1946430916221
214.807871960639,94.0008365065365,52.6818289777365,76.8950580698253
169.27444774226,85.6390670126381,29.5327029602283,74.054313793878
177.239585582059,71.5178959304718,35.2782661524689,46.696769427147
205.58391105493,74.3245294892082,37.8383754058497,60.9542627255113
222.064281072712,80.6027523024704,47.6793985732247,66.7580626727499
180.062490303585,83.0559994213017,17.9453820089975,59.0962899277601
174.392251627746,85.5252677360179,21.0980265027871,67.513729738288
188.876969517841,83.1749516723762,35.3351046542861,64.5034366658752
187.720696794535,71.1687188284642,43.5698655309045,39.1067528795084
180.047134065011,77.3178603998638,55.2903863209255,58.5212284925354
165.052378824948,62.7727911606062,45.1065407285415,46.4373516743446
208.238781839671,80.1830166209494,27.4044759320721,66.9943681831868
157.377477111644,74.7445114587744,29.3791989554789,54.008812623408
178.931801579375,75.7877827764313,31.8838743056431,46.7105867445208
189.411737986956,73.7280170676747,42.8172445287159,49.9662240086796
185.849234730435,82.7360359249071,29.7252781808292,55.3734365168546
207.005859725052,85.0929316314994,30.9186227974731,71.6662931294526
220.642766752233,91.0764331690731,55.5323225571419,66.0680839224097
183.870561589301,74.4879593678652,44.3322947298658,65.5959385345404
186.061833404756,92.5343637277108,43.4023087484361,78.2594887988719
179.566408747486,69.5629771090369,23.3675395509175,39.089000019106
186.912749326916,87.8286772248028,45.1685832700189,77.2543244044171
210.620755430299,82.6213781830614,40.7706917384238,70.8026897233318
174.364466122439,88.5846878279644,17.9285135601522,68.4997109178392
205.974001181224,89.7183813444422,18.9237175886198,69.7244147130285
220.124200016291,87.201721504742,37.3612706742164,77.1488498041377
245.708495068504,88.9834922536706,58.7630205659446,83.4736455545315
226.110777329474,96.7499312309182,49.0176021395641,84.9519677307
199.950488262006,90.254604599357,58.6516211019217,72.3955078503577
183.436739681415,80.8017844357324,37.0867441385944,61.3856705182435
176.653746489073,81.7253027535299,28.1517936389425,60.5315721085604
213.009103782909,85.4023395323985,56.613759323178,67.310607061357
166.904885324762,68.0230775662264,35.3725195569659,46.2339514730771
172.714292067385,75.1004763513798,40.6049555255237,57.0806172061758
185.277121433788,85.811711047176,42.4785295984484,67.4340713463451
182.454630802817,85.3569388375747,42.3990659732598,63.6467415516467
197.073195314425,85.9708580477693,41.0281622991514,68.6599872201487
196.848757277406,95.4328360178728,25.5386225740245,70.9468203571107
190.343175137582,82.4822308555031,23.1880057029966,63.5655180490544
194.164606290499,94.8892115064762,36.6152903397921,83.2586709424554
181.584001842312,72.4034533542041,34.6561907950855,61.1164836935694
172.96472766263,81.7962499043705,49.0483259286672,58.5505222084546
176.600470513541,79.1021039543971,41.2834789461985,61.2377753348837
191.823985599654,69.3029761097216,58.0471103266941,50.8067460610475
175.069673275534,72.8360557648952,50.5967206860131,46.7682973742292
190.288436778158,82.883331404125,34.3528316088079,66.0928951463081
195.333408092354,85.7693444616128,40.6759096620576,66.6176085187722
155.617536524408,76.0014398546361,27.4387195860739,53.6528697023195
170.651835114793,67.3579147450088,38.4402326323755,44.8083370836584
176.27306460843,82.5984405886466,45.071454797493,54.7866480867241
192.558408457663,83.9265743270189,45.8567689570138,64.0089848038461
155.840242715979,81.5127794296172,28.1901016500646,57.5334354491747
180.131606256505,75.4788197309255,44.9587847838326,44.6663836649349
166.991940539566,75.8023571499746,36.0049621610223,61.8028867766165
184.00381531679,72.6157741678224,64.3399040585529,41.676137411249
175.119404441056,76.3562382786615,55.1744344995068,62.0135970306175
179.015555177599,75.8203034501898,50.0925640047976,55.5503438310858
169.080415159508,78.418223303825,37.5334878385223,52.6113795413035
194.285077078496,83.1452681588966,39.5489732739157,58.891633641492
229.380085363607,81.8455503881338,30.4500048237697,62.8202935593636
217.49897980592,101.211272509246,49.9267763437429,90.7137698330914
204.56241669988,78.3872356412634,71.7316802610366,46.341022448616
185.669642539577,71.2094788658045,53.4581517200318,51.7692679783167
223.323611914223,92.6942247875313,37.6629183469944,76.9940780262638
190.300674473895,81.0434812668673,38.1214170110861,55.8012220838315
167.348835394091,82.8411593601226,28.9142850904315,70.6764183100076
190.282232712919,89.7053274734123,31.7897120571885,77.5733125680252
179.647226526099,92.1841218246777,34.4506918184334,65.3073701561975
195.21198480828,84.7044154885559,31.9513805702981,68.3169433991955
189.319030159888,85.3909121722624,41.4599849186474,73.9620710242984
189.139861916152,81.0071796184733,47.0126293711099,57.6797291911843
198.003559661239,88.7835611387941,42.207129045664,64.4420110551106
197.608825871817,84.5596548404667,59.1055311918094,63.3483431749758
219.284436632243,77.8513497760859,73.1241222641381,54.4904092892131
185.76084526185,68.0389105010377,42.5415030126579,43.1330314505119
188.223932369582,80.9366305572934,38.2680857535259,52.7681226366839
193.966844676184,70.5240974685088,48.8092265979534,43.8860415749835
180.735591330718,80.9870427116657,26.8674631813156,58.0416127845116
192.215975124384,91.775728201716,55.061022721163,84.0305884891325
150.987164188781,70.2791826220162,27.0471859178145,39.5332328358413
150.786258346199,65.0772177256943,33.6969618718547,40.0512344532514
158.592982592616,82.5215880168458,41.6589694335685,70.9538969320246
173.145093626919,89.2020781514463,29.092044369413,65.4411808437927
148.344217957285,81.2096027454736,28.1933924384226,57.4350404891839
166.814228826332,76.4775966666001,17.7988912916772,45.8345992209991
164.656877878277,85.107115645316,15.7283061606286,68.2770670431974
169.739651802877,65.4980093857239,40.1439797235657,35.4873998719808
154.906718261086,80.2306851446565,20.5498710140007,59.5406448556348
180.434078286258,80.7081837172743,38.8720594718439,60.7155323336304
186.059001854759,83.6177597212983,38.3464119700157,65.5632265150335
163.984396420492,81.9550170585569,33.6175916463978,70.8024294922561
149.830243991808,78.011084649928,25.0607080161927,51.705544341694
168.626765805717,67.0122960183816,39.2127280666866,39.5569714988432
168.281264870013,69.7870077362113,33.4785917252374,49.6086152707038
188.849497788669,75.7056441122487,23.1218179455623,58.8985118835669
214.504137074724,89.8839928033702,35.4696979336883,81.2548483359101
179.798177426482,77.8669843110817,42.2449942032063,60.8185294297685
206.261433728774,80.8617341246753,25.1218874752506,65.7377716795953
204.717497671262,88.2205635002895,28.1877502389404,68.1311286202169
202.030663346239,81.006594138828,34.8573828088009,60.4719474279753
171.583975478364,72.5407581189277,36.7906168020266,52.4058870000167
182.273294897752,81.4101648395154,30.0908985547864,66.6125002948392
194.976892344565,87.301811970089,39.5835309318256,74.3128688561776
193.557944528638,69.8583465169127,44.5960888985187,49.576127859334
170.896251003753,85.2831765418982,41.3294422579316,54.5829108062469
170.968015449151,79.4874856725254,31.7593189759803,56.038862008301
169.828986386448,85.4179679967713,19.8289122559304,61.6177910774602
170.225726493944,76.1074803205645,34.8515688143888,44.0191349299565
187.280790757791,74.3897525257089,27.4325189585598,52.953197661363
209.3719621407,82.3340663934864,56.5123112391013,61.1641272323342
190.42413259806,88.5781664326813,32.6881697697026,64.7038098325506
214.19088324163,86.4528997601325,40.6367909543177,71.3006202419427
213.318443033917,61.8705231073376,61.2590489604357,33.5915791380042
215.815597674863,88.417223347548,43.6589703284256,63.9125109460132
187.656589269998,96.0361514083256,34.9000812053223,75.0474079171887
211.524133087217,76.813240353891,54.1275205203418,57.7295239887241
196.335442609919,65.08532581635,36.1326415242764,39.0273261965967
181.457072075277,67.0303502543625,34.0052283192524,44.5972253390288
201.256831143297,82.2178672923423,47.0437937735714,58.7543907238117
205.805420374856,91.2634604728143,42.9613119400994,67.9411312599287
193.119556634956,84.972913860166,45.8934003655647,60.0397728846656
164.194720770376,85.846688633723,39.132498622902,62.3869805553843
196.703617502492,74.9622927714935,42.4243955900295,55.7544292316478
171.980569128352,77.1367133191921,18.8004412791684,60.015748895962
182.549656480647,69.6424277022121,44.0493694864039,49.5245413572148
192.19448316353,72.3754829258473,64.0371031213148,46.3024383601941
182.331279783623,70.2016285860172,42.8372775943814,43.1037071263898
178.914374148481,84.533483311286,37.6225579241356,61.1490557262918
215.521241762269,82.9748819238197,36.493142345444,69.7617924415777
213.650596351761,83.0099298040337,65.3844003144738,81.7405098505097
221.207174130489,76.6988993772455,61.4575363582828,54.1093854633043
223.440009201009,96.7972761078268,58.0912147012996,76.3552052393357
244.264671990059,104.249730594996,52.9457141901239,90.7985944560635
260.705096712998,100.076152698823,32.6082967203337,83.6496268682404
221.837520193385,90.2066261995497,43.697822069995,71.8914269814133
218.969634357269,79.6547108388129,44.9191981536946,55.7636830194973
218.454560944,84.1845929812838,40.289989316248,63.1133236590166
180.103381648805,78.2281069223038,64.7338318490679,50.3138129347488
187.562186829337,76.9324118273975,48.9640407129138,55.0664387781381
167.559719226675,72.1585253841334,17.5782410017023,49.1012800616824
183.527604009558,73.1886774937937,44.587968872827,59.4818578590995
200.231189189707,83.2181518362693,46.6456459549307,57.8215042508538
165.187921941027,76.6059869748713,27.8674533223847,49.926124430732
186.8213004861,81.7686959425425,35.1749832190839,60.0042947236912
189.335284025179,89.9094179577462,36.3637344460863,84.2809818733222
191.871382487588,79.0273676330723,50.9899939039008,58.1970049865929
224.599749485822,91.9080093327011,56.6090859452259,92.832602134922
191.5942833347,75.5121853921369,29.2661656681063,51.67734555689
196.949857566673,83.2608200851132,37.0206586017188,59.4542549120341
167.693846698318,77.0587862044553,39.9740256206877,45.833582546107
177.875268796668,75.8675870258527,58.6839906980598,64.9263903958499
166.972740704102,77.7998266356202,40.368579068563,50.618139880717
176.357132784928,85.370459261037,29.5449483813043,73.4589506109026
194.062510446407,83.7168104642694,40.4182792013164,66.6504577506931
172.499713325163,66.4254433996689,46.7665423567638,42.8837133215296
187.601448092204,73.8860155646973,34.1804322746341,53.1952946357901
214.067986152729,72.9369064485052,60.3108404283429,51.963932426453
166.591014700016,70.5947305240988,38.6997118917173,49.4116535581065
184.309030959865,68.2730274055864,46.3906526295917,39.4086854998158
177.976841196329,74.7375715567717,30.7017653531034,49.6760038537699
175.962630850608,70.3230066970439,39.2228921879854,50.588749972101
167.167612992817,71.2439383649159,25.3536988029294,45.230014083616
164.801861128871,73.767255957282,23.8196867572998,47.4166979535967
166.830669422019,79.0000740549619,29.992855276385,60.4776500954664
151.003938102522,71.1952604993568,16.3900741860258,52.9641926578822
227.868149151212,94.1941228219991,60.3805804082866,87.9479007069664
234.004843217189,86.3301654437429,42.7404841164052,67.6368706476739
200.682757938338,82.0183669273867,38.5718855029849,49.5281288119634
211.441830293991,99.6977057853587,48.6542918556053,87.4465569266962
205.670955652227,84.0844958882468,41.7755917964183,65.8383599135562
194.496642897018,84.7538219004508,40.5796697533813,63.8058329724576
190.462308721251,73.8303622003054,35.8472785056439,49.1837222575355
178.086931692649,71.0133184419899,34.1645082438821,52.9977466217116
189.64298555406,80.4980799622382,29.3538629794659,53.2152209466138
220.177391527771,82.3585177173011,78.0691006844924,64.2733089768932
168.096222182897,76.3130847917831,41.3358804805404,57.3378656388601
184.62817397229,78.4391627662921,28.7743448781041,57.5564602074551
171.300410885395,82.5488757973378,29.1985288471705,55.6378105539908
186.401134079043,66.0929564127653,52.8370442136428,41.8109158906582
213.351517334474,80.9285382488205,70.5400356468216,62.7743613868821
190.966591374483,77.6273086798511,20.8057900995557,50.7806730707287
211.42631391478,75.3281942095618,38.2453174702574,55.0995715216443
186.955297612442,77.8630962199176,53.5183896482207,53.8198194096192
202.295081210629,98.9980470917222,29.8306271994869,93.6440893173089
196.990383410071,77.1396519737263,42.3084817481289,52.3934614957487
199.964565858024,85.0522548417131,43.0024706960553,71.0615613989838
166.129460504705,70.5587418062708,25.9990670419882,49.1233180314334
200.443290662021,87.445111558562,43.4524292820923,82.4968078885587
186.394759194039,82.3611737286724,33.673982903446,59.6519269593095
188.915439488019,73.8378411543222,50.2641154290465,47.8280756217581
173.56326595381,80.5844706718808,35.3674169818469,54.6877205811718
